Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
Basic performance measurements of the intel optane DC persistent memory module,https://arxiv.org/abs/1903.05714,2019,627,"""Optane"" ""Index+Structure""",Yes,,,,
Flatstore: An efficient log-structured key-value storage engine for persistent memory,https://dl.acm.org/doi/abs/10.1145/3373376.3378515,2020,195,"""Optane"" ""Index+Structure""",Yes,,,,
A large scale graph processing using Low Latency Optane SSD,https://www.researchgate.net/profile/Muhammad-Umair-18/publication/334049910_A_large_scale_graph_processing_using_Low_Latency_Optane_SSD/links/5f3a771f92851cd302fe1e55/A-large-scale-graph-processing-using-Low-Latency-Optane-SSD.pdf,2019,0,"""Optane"" ""Index+Structure""",Yes,,,,
HASDH: A hotspot-aware and scalable dynamic hashing for hybrid DRAM-NVM memory,https://ieeexplore.ieee.org/abstract/document/9643679/,2021,5,"""Optane"" ""Index+Structure""",Yes,,,,
Burger-tree: A three-layer cache-conscious tree index for persistent memory,https://ieeexplore.ieee.org/abstract/document/10074794/,2022,3,"""Optane"" ""Index+Structure""",Yes,,,,
Persistent memory hash indexes: An experimental evaluation,https://dl.acm.org/doi/abs/10.14778/3446095.3446101,2021,55,"""Optane"" ""Index+Structure""",Yes,,,,
Buffered hash table: Leveraging dram to enhance hash indexes in the persistent memory,https://ieeexplore.ieee.org/abstract/document/9898543/,2022,1,"""Optane"" ""Index+Structure""",Yes,,,,
Persistent B+-Tree index evaluation over heterogeneous DRAM/NVM systems,https://dspace.lib.ntua.gr/xmlui/bitstream/handle/123456789/58581/thesis_skovola_upload.pdf?sequence=1,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Scaling Learned Indexes on Persistent Memory,http://nvmw.ucsd.edu/nvmw2022-program/nvmw2022-data/nvmw2022-paper26-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""Index+Structure""",No,,,,
Spatial index structures for modern storage devices: A survey,https://ieeexplore.ieee.org/abstract/document/10036144/,2023,2,"""Optane"" ""Index+Structure""",Yes,,,,
What we can learn from persistent memory for cxl,https://dl.gi.de/items/ba3b1c7a-a5bc-4424-89fd-d4b8caa278a8,2023,11,"""Optane"" ""Index+Structure""",Yes,,,,
Characterizing the Performance of Intel Optane Persistent Memory,https://ranger.uta.edu/~sjiang/pubs/papers/xiang22-Pmem.pdf,2022,0,"""Optane"" ""Index+Structure""",Yes,,,,
From {WiscKey} to bourbon: A learned index for {Log-Structured} merge trees,https://www.usenix.org/conference/osdi20/presentation/dai,2020,138,"""Optane"" ""Index+Structure""",Yes,,,,
DPTree: Differential indexing for persistent memory,https://dl.acm.org/doi/abs/10.14778/3372716.3372717,2019,94,"""Optane"" ""Index+Structure""",Yes,,,,
Recipe: Converting concurrent dram indexes to persistent-memory indexes,https://dl.acm.org/doi/abs/10.1145/3341301.3359635,2019,225,"""Optane"" ""Index+Structure""",Yes,,,,
{TIPS}: Making volatile index structures persistent with {DRAM-NVMM} tiering,https://www.usenix.org/conference/atc21/presentation/krishnan,2021,45,"""Optane"" ""Index+Structure""",Yes,,,,
Lock-free concurrent level hashing for persistent memory,https://www.usenix.org/conference/atc20/presentation/chen,2020,99,"""Optane"" ""Index+Structure""",Yes,,,,
Pea Hash: A performant extendible adaptive hashing index,https://dl.acm.org/doi/abs/10.1145/3588962,2023,9,"""Optane"" ""Index+Structure""",Yes,,,,
Rethinking the Performance/Cost of Persistent Memory and SSDs,http://nvmw.ucsd.edu/nvmw2022-program/nvmw2022-data/nvmw2022-final51.pdf,,0,"""Optane"" ""Index+Structure""",No,,,,
DGAP: Efficient dynamic graph analysis on persistent memory,https://dl.acm.org/doi/abs/10.1145/3581784.3607106,2023,9,"""Optane"" ""Index+Structure""",Yes,,,,
HBTree: An efficient index structure based on hybrid DRAM-NVM,https://ieeexplore.ieee.org/abstract/document/9628870/,2021,1,"""Optane"" ""Index+Structure""",Yes,,,,
A spatial index for hybrid storage,https://dl.acm.org/doi/abs/10.1145/3331076.3331091,2019,7,"""Optane"" ""Index+Structure""",Yes,,,,
Making in-memory learned indexes efficient on disk,https://dl.acm.org/doi/abs/10.1145/3654954,2024,8,"""Optane"" ""Index+Structure""",Yes,,,,
PM-Rtree: A highly-efficient crash-consistent r-tree for persistent memory,https://dl.acm.org/doi/abs/10.1145/3538712.3538713,2022,7,"""Optane"" ""Index+Structure""",Yes,,,,
PiBench online: interactive benchmarking of persistent memory indexes,https://dl.acm.org/doi/abs/10.14778/3415478.3415483,2020,2,"""Optane"" ""Index+Structure""",Yes,,,,
When tree meets hash: reducing random reads for index structures on persistent memories,https://dl.acm.org/doi/abs/10.1145/3588959,2023,5,"""Optane"" ""Index+Structure""",Yes,,,,
Closing the performance gap between dram and pm for in-memory index structures,https://par.nsf.gov/servlets/purl/10222958,2020,4,"""Optane"" ""Index+Structure""",Yes,,,,
SSDs Striking Back: The Storage Jungle and Its Implications to Persistent Indexes.,https://www.cs.sfu.ca/~tzwang/modern-storage-index.pdf,2022,25,"""Optane"" ""Index+Structure""",Yes,,,,
A write-optimal and concurrent persistent dynamic hashing with radix tree assistance,https://www.sciencedirect.com/science/article/pii/S1383762122000522,2022,12,"""Optane"" ""Index+Structure""",Yes,,,,
A multi-hashing index for hybrid dram-nvm memory systems,https://www.sciencedirect.com/science/article/pii/S1383762122001047,2022,14,"""Optane"" ""Index+Structure""",Yes,,,,
WIPE: a write-optimized learned index for persistent memory,https://dl.acm.org/doi/abs/10.1145/3634915,2024,10,"""Optane"" ""Index+Structure""",Yes,,,,
B3-Tree: Byte-Addressable Binary B-Tree for Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3394025,2020,18,"""Optane"" ""Index+Structure""",Yes,,,,
Pactree: A high performance persistent range index using pac guidelines,https://dl.acm.org/doi/abs/10.1145/3477132.3483589,2021,95,"""Optane"" ""Index+Structure""",Yes,,,,
A LLC-Friendly LSM-tree,https://ieeexplore.ieee.org/abstract/document/10631124/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
A scalable recoverable skip list for persistent memory,https://dl.acm.org/doi/abs/10.1145/3409964.3461819,2021,9,"""Optane"" ""Index+Structure""",Yes,,,,
Hamming tree: The case for energy-aware indexing for nvms,https://dl.acm.org/doi/abs/10.1145/3589327,2023,6,"""Optane"" ""Index+Structure""",Yes,,,,
[C] BOPL: Batch Optimized Persistent List,,2019,0,"""Optane"" ""Index+Structure""",Yes,,,,
Redesigning high-performance lsm-based key-value stores with persistent cpu caches,https://ieeexplore.ieee.org/abstract/document/10184574/,2023,10,"""Optane"" ""Index+Structure""",Yes,,,,
A Novel Index-Organized Storage Model for Hybrid DRAM-PM Main Memory Database Systems,https://www.researchsquare.com/article/rs-5286510/latest,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Range Indexes on Non-Volatile Memory,https://link.springer.com/chapter/10.1007/978-3-031-47627-3_4,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
A survey of non-volatile main memory file systems,https://link.springer.com/article/10.1007/s11390-023-1054-3,2023,3,"""Optane"" ""Index+Structure""",Yes,,,,
Optimizing both performance and tail latency for B+ tree on persistent memory,https://www.sciencedirect.com/science/article/pii/S1383762125000785,2025,0,"""Optane"" ""Index+Structure""",Yes,,,,
Nap: Persistent memory indexes for numa architectures,https://dl.acm.org/doi/abs/10.1145/3507922,2022,5,"""Optane"" ""Index+Structure""",Yes,,,,
PLIS: Persistent Learned Index for Strings,https://link.springer.com/chapter/10.1007/978-981-97-7707-5_22,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Revisiting persistent hash table design for commercial non-volatile memory,https://ieeexplore.ieee.org/abstract/document/9116223/,2020,12,"""Optane"" ""Index+Structure""",Yes,,,,
An efficient flattened index structure with lazy restructuring and hotness awareness,https://www.sciencedirect.com/science/article/pii/S0167739X23004338,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
{ROART}: Range-query optimized persistent {ART},https://www.usenix.org/conference/fast21/presentation/ma,2021,79,"""Optane"" ""Index+Structure""",Yes,,,,
Optimizing adaptive radix trees for NVM-based hybrid memory architecture,https://ieeexplore.ieee.org/abstract/document/9378180/,2020,3,"""Optane"" ""Index+Structure""",Yes,,,,
Lessons Learned and Outlook,https://link.springer.com/chapter/10.1007/978-3-031-47627-3_7,2023,2,"""Optane"" ""Index+Structure""",Yes,,,,
Analyzing and improving the scalability of in-memory indices for managed search engines,https://dl.acm.org/doi/abs/10.1145/3591195.3595272,2023,5,"""Optane"" ""Index+Structure""",Yes,,,,
OPTANE: an optimal transport algorithm for network alignment,https://dl.acm.org/doi/abs/10.1145/3341161.3342937,2019,4,"""Optane"" ""Index+Structure""",Yes,,,,
Hash Tables on Non-Volatile Memory,https://link.springer.com/chapter/10.1007/978-3-031-47627-3_5,2023,0,"""Optane"" ""Index+Structure""",Yes,,,,
Optimizing B+-tree for hybrid memory with in-node hotspot cache and eADR awareness,https://link.springer.com/article/10.1007/s11704-023-3344-x,2024,4,"""Optane"" ""Index+Structure""",Yes,,,,
SPHT: A scalable and high‐performance hashing scheme for persistent memory,https://onlinelibrary.wiley.com/doi/abs/10.1002/spe.3083,2022,2,"""Optane"" ""Index+Structure""",Yes,,,,
APEX: A high-performance learned index on persistent memory,https://arxiv.org/abs/2105.00683,2021,74,"""Optane"" ""Index+Structure""",Yes,,,,
Rowe-tree: A read-optimized and write-efficient b+-tree for persistent memory,https://dl.acm.org/doi/abs/10.1145/3545008.3545043,2022,2,"""Optane"" ""Index+Structure""",Yes,,,,
for Strings,https://books.google.com/books?hl=en&lr=&id=Oa8hEQAAQBAJ&oi=fnd&pg=PA251&dq=%27optane%27+%2B+%27index+structure%27&ots=XDhWTDI4zd&sig=7T90sHx3HADuoHXmlQxxjGnvJEw,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Next generation storage: Non-Volatile Memory,https://www.neliti.com/publications/333010/next-generation-storage-non-volatile-memory,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Persistent memory research in the post-optane era,https://dl.acm.org/doi/abs/10.1145/3609308.3625268,2023,22,"""Optane"" ""Index+Structure""",Yes,,,,
Exploring index structures for zoned namespaces SSDs,https://ieeexplore.ieee.org/abstract/document/9671606/,2021,19,"""Optane"" ""Index+Structure""",Yes,,,,
SpacKV: A Pmem-Aware Key-Value Separation Store Based on LSM-Tree,https://link.springer.com/chapter/10.1007/978-3-031-21395-3_30,2022,2,"""Optane"" ""Index+Structure""",Yes,,,,
Portus: Efficient dnn checkpointing to persistent memory with zero-copy,https://ieeexplore.ieee.org/abstract/document/10630969/,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
Opt Tree: Optane DCPM 내부 버퍼를 활용한 쓰기 최적화 트리,https://www.dbpia.co.kr/Journal/articleDetail?nodeId=NODE10583576,2021,0,"""Optane"" ""Index+Structure""",Yes,,,,
Libnvmmio: Reconstructing software {IO} path with {Failure-Atomic}{Memory-Mapped} interface,https://www.usenix.org/conference/atc20/presentation/choi,2020,40,"""Optane"" ""Index+Structure""",Yes,,,,
Towards an unwritten contract of intel optane {SSD},https://www.usenix.org/conference/hotstorage19/presentation/wu-kan,2019,92,"""Optane"" ""Index+Structure""",Yes,,,,
NBTree: a lock-free PM-friendly persistent B+-tree for eADR-enabled PM systems,https://dl.acm.org/doi/abs/10.14778/3514061.3514066,2022,37,"""Optane"" ""Index+Structure""",Yes,,,,
DeNOVA: Deduplication extended nova file system,https://ieeexplore.ieee.org/abstract/document/9820647/,2022,11,"""Optane"" ""Index+Structure""",Yes,,,,
Large-scale in-memory analytics on Intel® Optane™ DC persistent memory,https://dl.acm.org/doi/abs/10.1145/3399666.3399933,2020,45,"""Optane"" ""Index+Structure""",Yes,,,,
A NUMA-aware Key-Value Store for Hybrid Memory Architecture,https://ieeexplore.ieee.org/abstract/document/9798134/,2022,2,"""Optane"" ""Index+Structure""",Yes,,,,
Lb+ trees: Optimizing persistent index performance on 3dxpoint memory,https://dl.acm.org/doi/abs/10.14778/3384345.3384355,2020,144,"""Optane"" ""Index+Structure""",Yes,,,,
Durable queues: The second amendment,https://dl.acm.org/doi/abs/10.1145/3409964.3461791,2021,9,"""Optane"" ""Index+Structure""",Yes,,,,
uTree: a persistent B+-tree with low tail latency,https://dl.acm.org/doi/abs/10.14778/3407790.3407850,2020,88,"""Optane"" ""Index+Structure""",Yes,,,,
A Novel Index-Organized Data Layout for Hybrid DRAM-PM Main Memory Database Systems,https://www.researchsquare.com/article/rs-5249532/latest,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Performance characterization of a dram-nvm hybrid memory architecture for hpc applications using intel optane dc persistent memory modules,https://dl.acm.org/doi/abs/10.1145/3357526.3357541,2019,81,"""Optane"" ""Index+Structure""",Yes,,,,
SEDIT: Space-Efficient Discriminative Bit Tree for Hybrid Memory Indexing,https://link.springer.com/chapter/10.1007/978-981-97-5552-3_26,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Scanns: Towards scalable and concurrent data indexing and searching in high-end computing system,https://ieeexplore.ieee.org/abstract/document/9826114/,2022,6,"""Optane"" ""Index+Structure""",Yes,,,,
Parallel multi-split extendible hashing for persistent memory,https://dl.acm.org/doi/abs/10.1145/3472456.3472500,2021,8,"""Optane"" ""Index+Structure""",Yes,,,,
Flatlsm: write-optimized lsm-tree for pm-based kv stores,https://dl.acm.org/doi/abs/10.1145/3579855,2023,7,"""Optane"" ""Index+Structure""",Yes,,,,
Single machine graph analytics on massive datasets using intel optane dc persistent memory,https://arxiv.org/abs/1904.07162,2019,104,"""Optane"" ""Index+Structure""",Yes,,,,
Persistent memory I/O primitives,https://dl.acm.org/doi/abs/10.1145/3329785.3329930,2019,126,"""Optane"" ""Index+Structure""",Yes,,,,
Pm-based persistent key value stores: a survey,https://ieeexplore.ieee.org/abstract/document/9943868/,2022,3,"""Optane"" ""Index+Structure""",Yes,,,,
System measurement of Intel AEP Optane DIMM,https://arxiv.org/abs/2009.14469,2009,2,"""Optane"" ""Index+Structure""",No,,,,
PFtree: Optimizing Persistent Adaptive Radix Tree for PM Systems on eADR Platform,https://link.springer.com/chapter/10.1007/978-3-031-30637-2_4,2023,1,"""Optane"" ""Index+Structure""",Yes,,,,
SPIRIT: Scalable and Persistent In-Memory Indices for Real-Time Search,https://dl.acm.org/doi/abs/10.1145/3703351,2025,0,"""Optane"" ""Index+Structure""",Yes,,,,
Level hashing: A high-performance and flexible-resizing persistent hashing index structure,https://dl.acm.org/doi/abs/10.1145/3322096,2019,23,"""Optane"" ""Index+Structure""",Yes,,,,
An early evaluation of Intel's optane DC persistent memory module and its impact on high-performance scientific applications,https://dl.acm.org/doi/abs/10.1145/3295500.3356159,2019,93,"""Optane"" ""Index+Structure""",Yes,,,,
HBtree: A Heterogeneous B+ tree with Multi-granularity for Hybrid NVM-SSD Storage,https://ieeexplore.ieee.org/abstract/document/9925539/,2022,1,"""Optane"" ""Index+Structure""",Yes,,,,
Zen: A high-throughput log-free OLTP engine for non-volatile main memory,https://dl.acm.org/doi/abs/10.14778/3446095.3446105,2021,36,"""Optane"" ""Index+Structure""",Yes,,,,
Poster: KDB: A Persistent Key-Value Data Store with Batch Updates and Snapshots,http://www.cs.put.poznan.pl/pawelw/pdf/middleware24b.pdf,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Analysis and Optimization of Persistent Memory Index Structures' Write Amplification,https://ieeexplore.ieee.org/abstract/document/9656149/,2021,2,"""Optane"" ""Index+Structure""",Yes,,,,
On the performance intricacies of persistent memory aware storage engines,https://ieeexplore.ieee.org/abstract/document/10091894/,2023,2,"""Optane"" ""Index+Structure""",Yes,,,,
{ListDB}: Union of {Write-Ahead} logs and persistent {SkipLists} for incremental checkpointing on persistent memory,https://www.usenix.org/conference/osdi22/presentation/kim,2022,48,"""Optane"" ""Index+Structure""",Yes,,,,
Revisiting Secondary Indexing in {LSM-based} Storage Systems with Persistent Memory,https://www.usenix.org/conference/atc23/presentation/wang-jing,2023,7,"""Optane"" ""Index+Structure""",Yes,,,,
Eukv: Enabling efficient updates for hybrid pm-dram key-value store,https://ieeexplore.ieee.org/abstract/document/10080965/,2023,2,"""Optane"" ""Index+Structure""",Yes,,,,
Accelerating persistent hash indexes via reducing negative searches,https://ieeexplore.ieee.org/abstract/document/10361001/,2023,1,"""Optane"" ""Index+Structure""",Yes,,,,
HMEH: write-optimal extendible hashing for hybrid DRAM-NVM memory,https://msstconference.org/MSST-history/2020/Papers/11.HMEH.pdf,2020,13,"""Optane"" ""Index+Structure""",Yes,,,,
MD-HM: memoization-based molecular dynamics simulations on big memory system,https://dl.acm.org/doi/abs/10.1145/3447818.3460365,2021,26,"""Optane"" ""Index+Structure""",Yes,,,,
Hyperkv: a high performance concurrent key-value store for persistent memory,https://ieeexplore.ieee.org/abstract/document/9644903/,2021,1,"""Optane"" ""Index+Structure""",Yes,,,,
Hybrid DRAM-NVM R-Trees with Consistency Guarantee,https://www.computer.org/csdl/proceedings-article/icde/2025/360300d329/26FZBEpIRSE,2025,0,"""Optane"" ""Index+Structure""",Yes,,,,
Metall: A persistent memory allocator enabling graph processing,https://ieeexplore.ieee.org/abstract/document/8945094/,2019,14,"""Optane"" ""Index+Structure""",Yes,,,,
Exploiting Persistent CPU Cache for Scalable Persistent Hash Index,https://ieeexplore.ieee.org/abstract/document/10597906/,2024,2,"""Optane"" ""Index+Structure""",Yes,,,,
CCL-BTree: A Crash-Consistent Locality-Aware B+-Tree for Reducing XPBuffer-Induced Write Amplification in Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3627703.3629582,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
"{SEPH}: Scalable, Efficient, and Predictable Hashing on Persistent Memory",https://www.usenix.org/conference/osdi23/presentation/wang-chao,2023,9,"""Optane"" ""Index+Structure""",Yes,,,,
FlyDB: Query Optimization of Blockchain System Based on Hybrid Storage Architecture,https://ieeexplore.ieee.org/abstract/document/10212824/,2023,1,"""Optane"" ""Index+Structure""",Yes,,,,
A Design Proposal for a Unified B-epsilon-tree: Embracing NVM in Memory Hierarchies,https://www.researchgate.net/profile/Sajad-Karim-2/publication/385891179_A_Design_Proposal_for_a_Unified_B-epsilon-tree_Embracing_NVM_in_Memory_Hierarchies/links/6739ceec4a70511f072263c5/A-Design-Proposal-for-a-Unified-B-epsilon-tree-Embracing-NVM-in-Memory-Hierarchies.pdf,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Augmenting HLS with zero-overhead application-specific address mapping for Optane DCPMM,https://ieeexplore.ieee.org/abstract/document/9786121/,2022,1,"""Optane"" ""Index+Structure""",Yes,,,,
Understanding and analysis of B+ trees on NVM towards consistency and efficiency,https://link.springer.com/article/10.1007/s42514-020-00022-z,2020,7,"""Optane"" ""Index+Structure""",Yes,,,,
Revisiting Learned Index with Byte-addressable Persistent Storage,https://dl.acm.org/doi/abs/10.1145/3673038.3673113,2024,1,"""Optane"" ""Index+Structure""",Yes,,,,
Memory-Awareness: Boosting NVM Energy Efficiency and Endurance,http://nvmw.ucsd.edu/nvmw2024-program/nvmw2024-paper37-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""Index+Structure""",No,,,,
PMap: A non-volatile lock-free hash map with open addressing,https://ieeexplore.ieee.org/abstract/document/9628805/,2021,5,"""Optane"" ""Index+Structure""",Yes,,,,
A Hierarchical Heterogeneous IoT Time Series Data Index for NVM,https://ieeexplore.ieee.org/abstract/document/10831234/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Asynchronous {I/O} stack: A low-latency kernel {I/O} stack for {Ultra-Low} latency {SSDs},https://www.usenix.org/conference/atc19/presentation/lee-gyusun,2019,112,"""Optane"" ""Index+Structure""",Yes,,,,
Fluidkv: Seamlessly bridging the gap between indexing performance and memory-footprint on ultra-fast storage,https://dl.acm.org/doi/abs/10.14778/3648160.3648177,2024,5,"""Optane"" ""Index+Structure""",Yes,,,,
HDNH: a read-efficient and write-optimized hashing scheme for hybrid DRAM-NVM memory,https://dl.acm.org/doi/abs/10.1145/3472456.3473515,2021,5,"""Optane"" ""Index+Structure""",Yes,,,,
NOBtree: A NUMA-Optimized Tree Index for Nonvolatile Memory,https://ieeexplore.ieee.org/abstract/document/10745819/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
Hm-ann: Efficient billion-point nearest neighbor search on heterogeneous memory,https://proceedings.neurips.cc/paper/2020/hash/788d986905533aba051261497ecffcbb-Abstract.html,2020,74,"""Optane"" ""Index+Structure""",Yes,,,,
Perseid: A secondary indexing mechanism for LSM-based storage systems,https://dl.acm.org/doi/abs/10.1145/3633285,2024,2,"""Optane"" ""Index+Structure""",Yes,,,,
Tair-PMem: a fully durable non-volatile memory database,https://dl.acm.org/doi/abs/10.14778/3554821.3554827,2022,17,"""Optane"" ""Index+Structure""",Yes,,,,
Electromagnetic Simulations with 3D FEM and Intel Optane Persistent Memory,https://ieeexplore.ieee.org/abstract/document/9924749/,2022,2,"""Optane"" ""Index+Structure""",Yes,,,,
Adaptive hybrid indexes,https://dl.acm.org/doi/abs/10.1145/3514221.3526121,2022,16,"""Optane"" ""Index+Structure""",Yes,,,,
Persistent Spiral Storage,https://ieeexplore.ieee.org/abstract/document/10817929/,2024,0,"""Optane"" ""Index+Structure""",Yes,,,,
