Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
Fast Nonblocking Persistence for Concurrent Data Structures,https://arxiv.org/abs/2105.09508,2021,8,"""Optane"" ""Data+Structure""",Yes,,,,
Durable queues: The second amendment,https://dl.acm.org/doi/abs/10.1145/3409964.3461791,2021,9,"""Optane"" ""Data+Structure""",Yes,,,,
BushStore: Efficient B+ Tree Group Indexing for LSM-Tree in Non-Volatile Memory,https://ieeexplore.ieee.org/abstract/document/10597680/,2024,3,"""Optane"" ""Data+Structure""",Yes,,,,
An empirical guide to the behavior and use of scalable persistent memory,https://www.usenix.org/conference/fast20/presentation/yang,2020,569,"""Optane"" ""Data+Structure""",Yes,,,,
Maximizing persistent memory bandwidth utilization for OLAP workloads,https://dl.acm.org/doi/abs/10.1145/3448016.3457292,2021,73,"""Optane"" ""Data+Structure""",Yes,,,,
HiLSM: An LSM-based key-value store for hybrid NVM-SSD storage systems,https://dl.acm.org/doi/abs/10.1145/3387902.3392621,2020,31,"""Optane"" ""Data+Structure""",Yes,,,,
fogcached-ros: Hybrid main memory KVS server,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=210323&item_no=1&page_id=13&block_id=8,,3,"""Optane"" ""Data+Structure""",No,,,,
Montage: A general system for buffered durably linearizable data structures,https://arxiv.org/abs/2009.13701,2020,5,"""Optane"" ""Data+Structure""",Yes,,,,
NV-QALSH+: Locality-Sensitive Hashing Optimized for Non-volatile Memory,https://link.springer.com/chapter/10.1007/978-981-97-2421-5_17,2023,0,"""Optane"" ""Data+Structure""",Yes,,,,
Pymm: Heterogeneous memory programming for python data science,https://dl.acm.org/doi/abs/10.1145/3477113.3487266,2021,8,"""Optane"" ""Data+Structure""",Yes,,,,
A NUMA-aware Graph Database for Hybrid Memory System,https://ieeexplore.ieee.org/abstract/document/10491661/,2023,1,"""Optane"" ""Data+Structure""",Yes,,,,
tf-Darshan: Understanding fine-grained I/O performance in machine learning workloads,https://ieeexplore.ieee.org/abstract/document/9229605/,2020,23,"""Optane"" ""Data+Structure""",Yes,,,,
Asap: A speculative approach to persistence,https://ieeexplore.ieee.org/abstract/document/9773258/,2022,19,"""Optane"" ""Data+Structure""",Yes,,,,
A Design Proposal for a Unified B-epsilon-tree: Embracing NVM in Memory Hierarchies,https://www.researchgate.net/profile/Sajad-Karim-2/publication/385891179_A_Design_Proposal_for_a_Unified_B-epsilon-tree_Embracing_NVM_in_Memory_Hierarchies/links/6739ceec4a70511f072263c5/A-Design-Proposal-for-a-Unified-B-epsilon-tree-Embracing-NVM-in-Memory-Hierarchies.pdf,2024,0,"""Optane"" ""Data+Structure""",Yes,,,,
How does updatable learned index perform on non-volatile main memory?,https://ieeexplore.ieee.org/abstract/document/9438717/,2021,10,"""Optane"" ""Data+Structure""",Yes,,,,
Exploring Architectural Implications to Boost Performance forin-NVM B+-tree,https://kms.shanghaitech.edu.cn/handle/2MSLDSTB/241127,2023,0,"""Optane"" ""Data+Structure""",Yes,,,,
BPF for storage: an exokernel-inspired approach,https://dl.acm.org/doi/abs/10.1145/3458336.3465290,2021,32,"""Optane"" ""Data+Structure""",Yes,,,,
Augmenting HLS with zero-overhead application-specific address mapping for Optane DCPMM,https://ieeexplore.ieee.org/abstract/document/9786121/,2022,1,"""Optane"" ""Data+Structure""",Yes,,,,
An Empirical Guide to the Behavior and Use of Scalable Persistent Memory,https://www.usenix.org/system/files/login/issues/login_fall20_issue.pdf#page=8,2020,0,"""Optane"" ""Data+Structure""",Yes,,,,
Cost modelling for optimal data placement in heterogeneous main memory,https://dl.acm.org/doi/abs/10.14778/3551793.3551837,2022,17,"""Optane"" ""Data+Structure""",Yes,,,,
Analyzing and improving the scalability of in-memory indices for managed search engines,https://dl.acm.org/doi/abs/10.1145/3591195.3595272,2023,5,"""Optane"" ""Data+Structure""",Yes,,,,
Parallel multi-split extendible hashing for persistent memory,https://dl.acm.org/doi/abs/10.1145/3472456.3472500,2021,8,"""Optane"" ""Data+Structure""",Yes,,,,
Blizzard: Adding True Persistence to Main Memory Data Structures,https://arxiv.org/abs/2305.09034,2023,0,"""Optane"" ""Data+Structure""",Yes,,,,
Efficient large scale DLRM implementation on heterogeneous memory systems,https://link.springer.com/chapter/10.1007/978-3-031-32041-5_3,2023,4,"""Optane"" ""Data+Structure""",Yes,,,,
Directories for GPU4FS,https://os.itec.kit.edu/downloads/2023_BA_Kittner_Dirs_for_GPU4FS.pdf,2023,0,"""Optane"" ""Data+Structure""",Yes,,,,
Demystifying the performance of hpc scientific applications on nvm-based memory systems,https://ieeexplore.ieee.org/abstract/document/9139816/,2020,26,"""Optane"" ""Data+Structure""",Yes,,,,
Ambix: Rethinking Linux's Page Management to Support the new Intel Optane DC Persistent Memory,https://www.dpss.inesc-id.pt/~jpbarreto/data/uploads/thesis/miguel-marques-ext-abstract.pdf,2021,1,"""Optane"" ""Data+Structure""",Yes,,,,
Data management on non-volatile memory: a perspective,https://link.springer.com/article/10.1007/s13222-018-0301-1,2018,17,"""Optane"" ""Data+Structure""",No,,,,
FliT: a library for simple and efficient persistent algorithms,https://dl.acm.org/doi/abs/10.1145/3503221.3508436,2022,24,"""Optane"" ""Data+Structure""",Yes,,,,
Software Support for Non-Volatile Memory (NVM) Programming,https://infoscience.epfl.ch/bitstreams/12ed9990-b71c-4f37-a989-2fcf69b828ec/download,2021,2,"""Optane"" ""Data+Structure""",Yes,,,,
Lb+ trees: Optimizing persistent index performance on 3dxpoint memory,https://dl.acm.org/doi/abs/10.14778/3384345.3384355,2020,144,"""Optane"" ""Data+Structure""",Yes,,,,
Electromagnetic Simulations with 3D FEM and Intel Optane Persistent Memory,https://ieeexplore.ieee.org/abstract/document/9924749/,2022,2,"""Optane"" ""Data+Structure""",Yes,,,,
{DURINN}: Adversarial memory and thread interleaving for detecting durable linearizability bugs,https://www.usenix.org/conference/osdi22/presentation/fu,2022,20,"""Optane"" ""Data+Structure""",Yes,,,,
Transactional Composition of Nonblocking Data Structures,https://dl.acm.org/doi/abs/10.1145/3558481.3591079,2023,4,"""Optane"" ""Data+Structure""",Yes,,,,
Redesigning high-performance lsm-based key-value stores with persistent cpu caches,https://ieeexplore.ieee.org/abstract/document/10184574/,2023,10,"""Optane"" ""Data+Structure""",Yes,,,,
Pangolin: A {Fault-Tolerant} persistent memory programming library,https://www.usenix.org/conference/atc19/presentation/zhang-lu,2019,88,"""Optane"" ""Data+Structure""",Yes,,,,
Is Data Migration Evil in the NVM File System?,https://ieeexplore.ieee.org/abstract/document/9599236/,2021,1,"""Optane"" ""Data+Structure""",Yes,,,,
ESH: Design and Implementation of an Optimal Hashing Scheme for Persistent Memory,https://www.mdpi.com/2076-3417/13/20/11528,2023,0,"""Optane"" ""Data+Structure""",Yes,,,,
Persistent scripting,http://nvmw.ucsd.edu/nvmw2022-program/nvmw2022-data/nvmw2022-paper35-final_version_your_extended_abstract.pdf,2022,2,"""Optane"" ""Data+Structure""",Yes,,,,
Baidu Feed Stream Services Restructures Its In-Memory Database with Intel® Optane™ Technology,https://www.intel.com/content/dam/www/public/us/en/documents/case-studies/baidu-feed-case-study.pdf,2020,3,"""Optane"" ""Data+Structure""",Yes,,,,
Hybrid Transactional/Analytical Graph Processing in Modern Memory Hierarchies,https://link.springer.com/chapter/10.1007/978-3-031-74097-8_4,2025,0,"""Optane"" ""Data+Structure""",Yes,,,,
Nonblocking Data Structures on Persistent Memory,https://search.proquest.com/openview/3b4fa5cd199b6c7b37446013baec2301/1?pq-origsite=gscholar&cbl=18750&diss=y,2022,0,"""Optane"" ""Data+Structure""",Yes,,,,
Evaluating intel 3d-xpoint nvdimm persistent memory in the context of a key-value store,https://ieeexplore.ieee.org/abstract/document/9238605/,2020,6,"""Optane"" ""Data+Structure""",Yes,,,,
"The past, present and future of indexing on persistent memory",https://dl.acm.org/doi/abs/10.14778/3554821.3554897,2022,16,"""Optane"" ""Data+Structure""",Yes,,,,
Towards Sustainable Non-Volatile Memory: Machine Learning and Memory-Aware Data Structures for Energy Efficiency and Longevity,https://search.proquest.com/openview/755e6f670cf729311a0b1c296d14ea15/1?pq-origsite=gscholar&cbl=18750&diss=y,2024,0,"""Optane"" ""Data+Structure""",Yes,,,,
Persistent Memories,https://link.springer.com/content/pdf/10.1007/978-3-031-79205-2_1.pdf,2022,0,"""Optane"" ""Data+Structure""",Yes,,,,
Hamming tree: The case for energy-aware indexing for nvms,https://dl.acm.org/doi/abs/10.1145/3589327,2023,6,"""Optane"" ""Data+Structure""",Yes,,,,
Exploiting Persistent CPU Cache for Scalable Persistent Hash Index,https://ieeexplore.ieee.org/abstract/document/10597906/,2024,2,"""Optane"" ""Data+Structure""",Yes,,,,
Persistent memory and the rise of universal constructions,https://dl.acm.org/doi/abs/10.1145/3342195.3387515,2020,35,"""Optane"" ""Data+Structure""",Yes,,,,
"A survey on persistent memory indexes: Recent advances, challenges and opportunities",https://www.sciencedirect.com/science/article/pii/S1383762124000778,2024,1,"""Optane"" ""Data+Structure""",Yes,,,,
Corundum: Statically-enforced persistent memory safety,https://dl.acm.org/doi/abs/10.1145/3445814.3446710,2021,39,"""Optane"" ""Data+Structure""",Yes,,,,
Advances in High Performance Computing Through Concurrent Data Structures and Predictive Scheduling,https://stars.library.ucf.edu/etd2023/273/,2024,0,"""Optane"" ""Data+Structure""",Yes,,,,
Turbohash: A hash table for key-value store on persistent memory,https://dl.acm.org/doi/abs/10.1145/3579370.3594766,2023,6,"""Optane"" ""Data+Structure""",Yes,,,,
Disperse Access Considered Energy Inefficiency in Intel Optane DC Persistent Memory Servers,https://ieeexplore.ieee.org/abstract/document/9355739/,2020,0,"""Optane"" ""Data+Structure""",Yes,,,,
A Framework Providing Transparent Direct Access to Java Data Structures Stored in NVRAM,https://coconucos.cs.uni-duesseldorf.de/lehre/abschlussarbeiten/ma_kaeufler21.pdf,2021,1,"""Optane"" ""Data+Structure""",Yes,,,,
Afternoon Tutorial 2: An Introduction to the Implementation of {ZFS},https://www.usenix.org/conference/fast20/training-program,2020,0,"""Optane"" ""Data+Structure""",Yes,,,,
Performance Prediction of Graph Analytics on Persistent Memory,http://nvmw.ucsd.edu/nvmw2021-program/nvmw2021-data/nvmw2021-paper45-final_version_your_extended_abstract.pdf,2021,0,"""Optane"" ""Data+Structure""",Yes,,,,
Cheetah: An Adaptive User-Space Cache for Non-volatile Main Memory File Systems,https://link.springer.com/chapter/10.1007/978-3-030-85896-4_17,2021,0,"""Optane"" ""Data+Structure""",Yes,,,,
A quantitative evaluation of persistent memory hash indexes,https://link.springer.com/article/10.1007/s00778-023-00812-1,2024,3,"""Optane"" ""Data+Structure""",Yes,,,,
Bridging the latency gap between NVM and DRAM for latency-bound operations,https://dl.acm.org/doi/abs/10.1145/3329785.3329917,2019,51,"""Optane"" ""Data+Structure""",Yes,,,,
"Sparta: High-performance, element-wise sparse tensor contraction on heterogeneous memory",https://dl.acm.org/doi/abs/10.1145/3437801.3441581,2021,38,"""Optane"" ""Data+Structure""",Yes,,,,
Brief Announcement: On Implementing Wear Leveling in Persistent Synchronization Structures,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.DISC.2023.38,2023,0,"""Optane"" ""Data+Structure""",Yes,,,,
WAL-assisted Tiering: Painlessly Improving Your Favorite Log-Structured KV Store Instead of Building a New One,https://dl.acm.org/doi/abs/10.1145/3422575.3422802,2020,0,"""Optane"" ""Data+Structure""",Yes,,,,
Indexing on Non-volatile Memory,https://link.springer.com/content/pdf/10.1007/978-3-031-47627-3.pdf,2023,4,"""Optane"" ""Data+Structure""",Yes,,,,
Persistent Double-Ended Queues based on Software Combining,http://nvmw.ucsd.edu/nvmw2025-finalprogram/nvmw2025-final33.pdf,,0,"""Optane"" ""Data+Structure""",No,,,,
DAOS as HPC Storage: Exploring Interfaces,https://ieeexplore.ieee.org/abstract/document/10321870/,2023,4,"""Optane"" ""Data+Structure""",Yes,,,,
Selective caching: a persistent memory approach for multi-dimensional index structures,https://link.springer.com/article/10.1007/s10619-021-07327-0,2022,7,"""Optane"" ""Data+Structure""",Yes,,,,
Brief Announcement: A Fast Scalable Detectable Unrolled Lock-Based Linked List,https://dl.acm.org/doi/abs/10.1145/3626183.3660272,2024,1,"""Optane"" ""Data+Structure""",Yes,,,,
25 Years of Storage Research and Education: A Retrospective.,https://www.usenix.org/system/files/fast22-slides-keynote-aparci-dusseau.pdf,2022,0,"""Optane"" ""Data+Structure""",Yes,,,,
PiBench online: interactive benchmarking of persistent memory indexes,https://dl.acm.org/doi/abs/10.14778/3415478.3415483,2020,2,"""Optane"" ""Data+Structure""",Yes,,,,
Evaluating Persistent Memory Range Indexes: Part Two [Extended Version],https://arxiv.org/abs/2201.13047,2022,1,"""Optane"" ""Data+Structure""",Yes,,,,
Hybrid Transactional/Analytical Graph Processing in Modern Memory,https://books.google.com/books?hl=en&lr=&id=AY1BEQAAQBAJ&oi=fnd&pg=PA90&dq=%27optane%27+%2B+%27data+structure%27&ots=N8x2T1ngrb&sig=f_RUQMU_Np5F4RdewIfITfywxBE,,0,"""Optane"" ""Data+Structure""",No,,,,
Kvell: the design and implementation of a fast persistent key-value store,https://dl.acm.org/doi/abs/10.1145/3341301.3359628,2019,187,"""Optane"" ""Data+Structure""",Yes,,,,
{SplitKV}: Splitting {IO} Paths for Different Sized {Key-Value} Items with Advanced Storage Devices,https://www.usenix.org/conference/hotstorage20/presentation/han,2020,18,"""Optane"" ""Data+Structure""",Yes,,,,
Language Level Support for Persistent Memory,https://search.proquest.com/openview/b32cd5f57e53f5f901f5d917cd8c5019/1?pq-origsite=gscholar&cbl=18750&diss=y,2021,0,"""Optane"" ""Data+Structure""",Yes,,,,
Efficient and Scalable Hashing Scheme for Persistent Memory,https://s-space.snu.ac.kr/bitstream/10371/193327/1/000000174535.pdf,2023,0,"""Optane"" ""Data+Structure""",Yes,,,,
PLIN: a persistent learned index for non-volatile memory with high performance and instant recovery,https://dl.acm.org/doi/abs/10.14778/3565816.3565826,2022,36,"""Optane"" ""Data+Structure""",Yes,,,,
"Leveraging NVMe SSDs for building a fast, cost-effective, LSM-tree-based KV store",https://dl.acm.org/doi/abs/10.1145/3480963,2021,19,"""Optane"" ""Data+Structure""",Yes,,,,
Evaluation of intel memory drive technology performance for scientific applications,https://dl.acm.org/doi/abs/10.1145/3286475.3286479,2018,7,"""Optane"" ""Data+Structure""",No,,,,
Hybrid-Memcached: A Novel Approach for Memcached Persistence Optimization With Hybrid Memory,https://ieeexplore.ieee.org/abstract/document/10492614/,2024,0,"""Optane"" ""Data+Structure""",Yes,,,,
Wormhole filters: Caching your hash on persistent memory,https://dl.acm.org/doi/abs/10.1145/3627703.3629590,2024,4,"""Optane"" ""Data+Structure""",Yes,,,,
BPF for storage: an exokernel-inspired approach,https://arxiv.org/abs/2102.12922,2021,7,"""Optane"" ""Data+Structure""",Yes,,,,
Hm-ann: Efficient billion-point nearest neighbor search on heterogeneous memory,https://proceedings.neurips.cc/paper/2020/hash/788d986905533aba051261497ecffcbb-Abstract.html,2020,74,"""Optane"" ""Data+Structure""",Yes,,,,
FTGraph: A Flexible Tree-Based Graph Store on Persistent Memory for Large-Scale Dynamic Graphs,https://ieeexplore.ieee.org/abstract/document/10740831/,2024,2,"""Optane"" ""Data+Structure""",Yes,,,,
Bit-Flip Aware Data Structures for Phase Change Memory,https://search.proquest.com/openview/c31e64fa91fcf4a51e1347d8dc45ded2/1?pq-origsite=gscholar&cbl=18750&diss=y,2022,0,"""Optane"" ""Data+Structure""",Yes,,,,
Scanns: Towards scalable and concurrent data indexing and searching in high-end computing system,https://ieeexplore.ieee.org/abstract/document/9826114/,2022,6,"""Optane"" ""Data+Structure""",Yes,,,,
ctFS: Converting File Index Traversals to Hardware Memory Translation through Contiguous File Allocation for Persistent Memory,https://www.usenix.org/sites/default/files/login_0.pdf,2022,0,"""Optane"" ""Data+Structure""",Yes,,,,
BPF-oF: Storage function pushdown over the network,https://arxiv.org/abs/2312.06808,2023,3,"""Optane"" ""Data+Structure""",Yes,,,,
Understanding and analysis of B+ trees on NVM towards consistency and efficiency,https://link.springer.com/article/10.1007/s42514-020-00022-z,2020,7,"""Optane"" ""Data+Structure""",Yes,,,,
UHNVM: A Universal Heterogeneous Cache Design with Non-Volatile Memory,https://www.mdpi.com/2079-9292/10/15/1760,2021,0,"""Optane"" ""Data+Structure""",Yes,,,,
Write Behind Logging (WBL): Optimizing LSM-Tree based Key-Value Store with Persistent Memory,https://s-space.snu.ac.kr/handle/10371/187790,2022,0,"""Optane"" ""Data+Structure""",Yes,,,,
SSP: Eliminating redundant writes in failure-atomic NVRAMs via shadow sub-paging,https://dl.acm.org/doi/abs/10.1145/3352460.3358326,2019,37,"""Optane"" ""Data+Structure""",Yes,,,,
NVGraph: Enforcing Crash Consistency of Evolving Network Analytics in NVMM Systems,https://ieeexplore.ieee.org/abstract/document/8955949/,2020,12,"""Optane"" ""Data+Structure""",Yes,,,,
Simplified Interface to Complex Memory (SICM) FY19 Project Review [Slides],https://www.osti.gov/servlets/purl/1569724,2019,0,"""Optane"" ""Data+Structure""",Yes,,,,
Packets as persistent in-memory data structures,https://dl.acm.org/doi/abs/10.1145/3484266.3487386,2021,3,"""Optane"" ""Data+Structure""",Yes,,,,
Pea Hash: A performant extendible adaptive hashing index,https://dl.acm.org/doi/abs/10.1145/3588962,2023,9,"""Optane"" ""Data+Structure""",Yes,,,,
Two birds with one stone: Boosting both search and write performance for tree indices on persistent memory,https://dl.acm.org/doi/abs/10.1145/3476981,2021,15,"""Optane"" ""Data+Structure""",Yes,,,,
Investigating hardware caches for terabyte-scale NVDIMMs,https://arch.cs.ucdavis.edu/assets/papers/nvmw21-dram-cache-graphs.pdf,2021,4,"""Optane"" ""Data+Structure""",Yes,,,,
Enabling high-performance and secure userspace nvm file systems with the trio architecture,https://dl.acm.org/doi/abs/10.1145/3600006.3613171,2023,16,"""Optane"" ""Data+Structure""",Yes,,,,
Burger-tree: A three-layer cache-conscious tree index for persistent memory,https://ieeexplore.ieee.org/abstract/document/10074794/,2022,3,"""Optane"" ""Data+Structure""",Yes,,,,
An Analysis Of Bugs In Persistent Memory Application,https://arxiv.org/abs/2307.10493,2023,0,"""Optane"" ""Data+Structure""",Yes,,,,
The ECP SICM project: Managing complex memory hierarchies for exascale applications,https://journals.sagepub.com/doi/abs/10.1177/10943420241288243,2025,1,"""Optane"" ""Data+Structure""",Yes,,,,
KLOCs: Kernel-Level Object Contexts for Heterogeneous Memory Systems,https://www.cs.yale.edu/homes/abhishek/skannan-asplos21.pdf,2021,0,"""Optane"" ""Data+Structure""",Yes,,,,
Building blocks for persistent memory: How to get the most out of your new memory?,https://link.springer.com/article/10.1007/s00778-020-00622-9,2020,39,"""Optane"" ""Data+Structure""",Yes,,,,
Persistent Memory Needs Lifetime Extension Techniques,https://ieeexplore.ieee.org/abstract/document/9289495/,2020,1,"""Optane"" ""Data+Structure""",Yes,,,,
Ayudante: A deep reinforcement learning approach to assist persistent memory programming,https://www.usenix.org/conference/atc21/presentation/huang-hanxian,2021,6,"""Optane"" ""Data+Structure""",Yes,,,,
"Non-von-neumann heap for better streaming, capturing and storing of raw 8K video data",https://ieeexplore.ieee.org/abstract/document/8120657/,2017,0,"""Optane"" ""Data+Structure""",No,,,,
Practical Persistent Multi-word Compare-and-Swap Algorithms for Many-core CPUs,https://www.jstage.jst.go.jp/article/ipsjjip/32/0/32_1003/_article/-char/ja/,2024,0,"""Optane"" ""Data+Structure""",Yes,,,,
Extending Memory Capacity in Modern Consumer Systems With Emerging Non-Volatile Memory: Experimental Analysis and Characterization Using the Intel Optane …,https://ieeexplore.ieee.org/abstract/document/10258271/,2023,2,"""Optane"" ""Data+Structure""",Yes,,,,
B3-Tree: Byte-Addressable Binary B-Tree for Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3394025,2020,18,"""Optane"" ""Data+Structure""",Yes,,,,
Flat combining for non-volatile main memory,https://elib.uni-stuttgart.de/server/api/core/bitstreams/eb4bf4bc-2403-4801-87e7-eafbd5d58cd8/content,2025,0,"""Optane"" ""Data+Structure""",Yes,,,,
An efficient dynamic analysis tool for checking durable linearizability,https://ieeexplore.ieee.org/abstract/document/9392904/,2021,1,"""Optane"" ""Data+Structure""",Yes,,,,
GPM: Leveraging Persistent Memory from a GPU,https://akkamath.github.io/files/NVMW22_GPM.pdf,,0,"""Optane"" ""Data+Structure""",No,,,,
Spitfire: A three-tier buffer manager for volatile and non-volatile memory,https://dl.acm.org/doi/abs/10.1145/3448016.3452819,2021,60,"""Optane"" ""Data+Structure""",Yes,,,,
Flexhm: A practical system for heterogeneous memory with flexible and efficient performance optimizations,https://dl.acm.org/doi/abs/10.1145/3565885,2022,5,"""Optane"" ""Data+Structure""",Yes,,,,
Blaze: Fast graph processing on fast SSDs,https://ieeexplore.ieee.org/abstract/document/10046050/,2022,9,"""Optane"" ""Data+Structure""",Yes,,,,
When tree meets hash: reducing random reads for index structures on persistent memories,https://dl.acm.org/doi/abs/10.1145/3588959,2023,5,"""Optane"" ""Data+Structure""",Yes,,,,
Closing the performance gap between dram and pm for in-memory index structures,https://par.nsf.gov/servlets/purl/10222958,2020,4,"""Optane"" ""Data+Structure""",Yes,,,,
A spatial index for hybrid storage,https://dl.acm.org/doi/abs/10.1145/3331076.3331091,2019,7,"""Optane"" ""Data+Structure""",Yes,,,,
Understanding and optimizing persistent memory allocation,https://dl.acm.org/doi/abs/10.1145/3381898.3397212,2020,63,"""Optane"" ""Data+Structure""",Yes,,,,
Optimizing large-scale plasma simulations on persistent memory-based heterogeneous memory with effective data placement across memory hierarchy,https://dl.acm.org/doi/abs/10.1145/3447818.3460356,2021,23,"""Optane"" ""Data+Structure""",Yes,,,,
DPTree: Differential indexing for persistent memory,https://dl.acm.org/doi/abs/10.14778/3372716.3372717,2019,94,"""Optane"" ""Data+Structure""",Yes,,,,
GPU4FS: A Graphics Processor-Accelerated File System,https://os.itec.kit.edu/downloads/2022_MA_Maucher_GPU4FS.pdf,2022,1,"""Optane"" ""Data+Structure""",Yes,,,,
HR-Tree: A Hybrid PMem-DRAM and Write-Optimized R-Tree for Spatial Data Storage,https://link.springer.com/chapter/10.1007/978-981-96-1093-8_8,2024,0,"""Optane"" ""Data+Structure""",Yes,,,,
QuickCheck: Using speculation to reduce the overhead of checks in nvm frameworks,https://dl.acm.org/doi/abs/10.1145/3313808.3313822,2019,11,"""Optane"" ""Data+Structure""",Yes,,,,
Autotm: Automatic tensor movement in heterogeneous memory systems using integer linear programming,https://dl.acm.org/doi/abs/10.1145/3373376.3378465,2020,91,"""Optane"" ""Data+Structure""",Yes,,,,
An architecture for memory centric active storage (MCAS),https://arxiv.org/abs/2103.00007,2021,8,"""Optane"" ""Data+Structure""",Yes,,,,
Experience and performance of persistent memory for the DUNE data acquisition system,https://ieeexplore.ieee.org/abstract/document/9443101/,2021,6,"""Optane"" ""Data+Structure""",Yes,,,,
Flexible and effective object tiering for heterogeneous memory systems,https://dl.acm.org/doi/abs/10.1145/3708540,2025,2,"""Optane"" ""Data+Structure""",Yes,,,,
A model for scalable and balanced accelerators for graph processing,https://ieeexplore.ieee.org/abstract/document/9928529/,2022,4,"""Optane"" ""Data+Structure""",Yes,,,,
[C] Efficient state management with persistent memory,,2024,2,"""Optane"" ""Data+Structure""",Yes,,,,
Persistent memory disaggregation for cloud-native relational databases,https://dl.acm.org/doi/abs/10.1145/3582016.3582055,2023,17,"""Optane"" ""Data+Structure""",Yes,,,,
[C] Viper: An efficient hybrid PMem-DRAM key-value store,,2021,103,"""Optane"" ""Data+Structure""",Yes,,,,
Enhancing endurance of ssd based high-performance storage systems using emerging nvm technologies,https://ieeexplore.ieee.org/abstract/document/9150324/,2020,8,"""Optane"" ""Data+Structure""",Yes,,,,
Portus: Efficient dnn checkpointing to persistent memory with zero-copy,https://ieeexplore.ieee.org/abstract/document/10630969/,2024,1,"""Optane"" ""Data+Structure""",Yes,,,,
Morning Tutorial 1: Persistent Memory Programming on Conventional Hardware,https://www.usenix.org/conference/fast20/presentation/kelly,2020,0,"""Optane"" ""Data+Structure""",Yes,,,,
SpacKV: A Pmem-Aware Key-Value Separation Store Based on LSM-Tree,https://link.springer.com/chapter/10.1007/978-3-031-21395-3_30,2022,2,"""Optane"" ""Data+Structure""",Yes,,,,
The performance power of software combining in persistence,https://dl.acm.org/doi/abs/10.1145/3503221.3508426,2022,15,"""Optane"" ""Data+Structure""",Yes,,,,
Recoverable Mutual Exclusion in Detectable Lock-Based Data Structures,https://uwspace.uwaterloo.ca/bitstreams/88ba5573-9ac1-4846-90c5-b0f221a0cce5/download,2024,0,"""Optane"" ""Data+Structure""",Yes,,,,
Storage Systems (StoSys) XM_0092 Lecture 6: Byte-Addressable Persistent Memories,https://animeshtrivedi.github.io/files/2020/stosys/2020-stosys-lecture6-pmem.pdf,,0,"""Optane"" ""Data+Structure""",No,,,,
[C] STRUCTURALLY POLYMORPHIC DATA REPLICATION IN SCALE-UP HYBRID-MEMORY DBMS,,,0,"""Optane"" ""Data+Structure""",No,,,,
MULTI-CLOCK: Dynamic tiering for hybrid memory systems,https://par.nsf.gov/servlets/purl/10401077,2022,31,"""Optane"" ""Data+Structure""",Yes,,,,
NVM-based energy and cost efficient hpc clusters,https://dl.acm.org/doi/abs/10.1145/3488423.3519330,2025,3,"""Optane"" ""Data+Structure""",Yes,,,,
"Reducing the Footprint of Main Memory HTAP Systems: Removing, Compressing, Tiering, and Ignoring Data.",https://ceur-ws.org/Vol-2175/paper10.pdf,2018,4,"""Optane"" ""Data+Structure""",No,,,,
A Concise Concurrent B+-Tree for Persistent Memory,https://dl.acm.org/doi/abs/10.1145/3638717,2024,4,"""Optane"" ""Data+Structure""",Yes,,,,
In Situ Visualization With Temporal Caching,https://ieeexplore.ieee.org/abstract/document/9388894/,2021,8,"""Optane"" ""Data+Structure""",Yes,,,,
Hyperkv: a high performance concurrent key-value store for persistent memory,https://ieeexplore.ieee.org/abstract/document/9644903/,2021,1,"""Optane"" ""Data+Structure""",Yes,,,,
DOMe: A deduplication optimization method for the NewSQL database backups,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0185189,2017,5,"""Optane"" ""Data+Structure""",No,,,,
Enforcing crash consistency of evolving network analytics in non-volatile main memory systems,https://ieeexplore.ieee.org/abstract/document/8891626/,2019,7,"""Optane"" ""Data+Structure""",Yes,,,,
CADedup: High-performance consistency-aware deduplication based on persistent memory,https://ieeexplore.ieee.org/abstract/document/9978314/,2022,4,"""Optane"" ""Data+Structure""",Yes,,,,
Nap: A {Black-Box} approach to {NUMA-Aware} persistent memory indexes,https://www.usenix.org/conference/osdi21/presentation/wang-qing,2021,51,"""Optane"" ""Data+Structure""",Yes,,,,
MaPHeA: A lightweight memory hierarchy-aware profile-guided heap allocation framework,https://dl.acm.org/doi/abs/10.1145/3461648.3463844,2021,13,"""Optane"" ""Data+Structure""",Yes,,,,
Non-volatile memory accelerated geometric multi-scale resolution analysis,https://ieeexplore.ieee.org/abstract/document/9622854/,2021,4,"""Optane"" ""Data+Structure""",Yes,,,,
Towards low-latency I/O services for mixed workloads using ultra-low latency SSDs,https://dl.acm.org/doi/abs/10.1145/3524059.3532378,2022,12,"""Optane"" ""Data+Structure""",Yes,,,,
