Paper title,Paper link,Year of publishing,Number of citations,Keywords,Relevant for study,Duplicate,Reviewer,Applicable/Non Applicable,Reason for choosing/ not choosing the research paper
Enhancing endurance of ssd based high-performance storage systems using emerging nvm technologies,https://ieeexplore.ieee.org/abstract/document/9150324/,2020,8,"""Optane"" ""File+System""",Yes,,,,
Redesigning Data and Metadata Updates in PM File Systems with Persistent CPU Caches,https://link.springer.com/chapter/10.1007/978-981-97-5572-1_33,2024,1,"""Optane"" ""File+System""",Yes,,,,
Evolution of the ROOT tree I/O,https://www.epj-conferences.org/articles/epjconf/abs/2020/21/epjconf_chep2020_02030/epjconf_chep2020_02030.html,2020,48,"""Optane"" ""File+System""",Yes,,,,
NVLog: an Elegant Approach to Integrate NVM,https://www.usenix.org/publications/loginonline/nvlog-elegant-approach-integrate-nvm,,0,"""Optane"" ""File+System""",No,,,,
Persistent Memories,https://link.springer.com/content/pdf/10.1007/978-3-031-79205-2_1.pdf,2022,0,"""Optane"" ""File+System""",Yes,,,,
NICFS: a file system based on persistent memory and SmartNIC,https://link.springer.com/article/10.1631/fitee.2200469,2023,1,"""Optane"" ""File+System""",Yes,,,,
BPF for storage: an exokernel-inspired approach,https://arxiv.org/abs/2102.12922,2021,7,"""Optane"" ""File+System""",Yes,,,,
CADedup: High-performance consistency-aware deduplication based on persistent memory,https://ieeexplore.ieee.org/abstract/document/9978314/,2022,4,"""Optane"" ""File+System""",Yes,,,,
HasFS: optimizing file system consistency mechanism on NVM-based hybrid storage architecture,https://link.springer.com/article/10.1007/s10586-019-03023-y,2020,12,"""Optane"" ""File+System""",Yes,,,,
Cache or direct access? revitalizing cache in heterogeneous memory file system,https://dl.acm.org/doi/abs/10.1145/3609308.3625272,2023,2,"""Optane"" ""File+System""",Yes,,,,
Characterizing non-volatile memory transactional systems,http://nvmw.ucsd.edu/nvmw2021-program/nvmw2021-data/nvmw2021-paper68-final_version_your_extended_abstract.pdf,,0,"""Optane"" ""File+System""",No,,,,
An SIMD-Accelerated Metadata Management Scheme for Persistent Memory File Systems,https://ieeexplore.ieee.org/abstract/document/9826066/,2022,0,"""Optane"" ""File+System""",Yes,,,,
Caching support for CHFS node-local persistent memory file system,https://ieeexplore.ieee.org/abstract/document/9835238/,2022,1,"""Optane"" ""File+System""",Yes,,,,
Hemem: Scalable tiered memory management for big data applications and real nvm,https://dl.acm.org/doi/abs/10.1145/3477132.3483550,2021,131,"""Optane"" ""File+System""",Yes,,,,
Characterizing deep-learning I/O workloads in TensorFlow,https://ieeexplore.ieee.org/abstract/document/8638422/,2018,71,"""Optane"" ""File+System""",No,,,,
{pFSCK}: Accelerating File System Checking and Repair for Modern Storage,https://www.usenix.org/conference/fast21/presentation/domingo,2021,10,"""Optane"" ""File+System""",Yes,,,,
{HTMFS}: strong consistency comes for free with hardware transactional memory in persistent memory file systems,https://www.usenix.org/conference/fast22/presentation/yi-htmfs,2022,19,"""Optane"" ""File+System""",Yes,,,,
On the Scalability of Testing the Crash Consistency of PM Systems,https://daidong.github.io/files/FAST23WIP_pm_crashconsistency.pdf,,0,"""Optane"" ""File+System""",No,,,,
An Efficient Journaling Mechanism in Lustre File System for Fast Storage Devices,https://s-space.snu.ac.kr/handle/10371/143627,2018,0,"""Optane"" ""File+System""",No,,,,
{Ultra-Low} latency {SSDs}'impact on overall energy efficiency,https://www.usenix.org/conference/hotstorage20/presentation/harris,2020,30,"""Optane"" ""File+System""",Yes,,,,
Experience and performance of persistent memory for the DUNE data acquisition system,https://ieeexplore.ieee.org/abstract/document/9443101/,2021,6,"""Optane"" ""File+System""",Yes,,,,
Optimizing memory-mapped {I/O} for fast storage devices,https://www.usenix.org/conference/atc20/presentation/papagiannis,2020,63,"""Optane"" ""File+System""",Yes,,,,
{P2CACHE}: Exploring Tiered Memory for {In-Kernel} File Systems Caching,https://www.usenix.org/conference/atc23/presentation/lin,2023,17,"""Optane"" ""File+System""",Yes,,,,
PMicroProfile: A Micro-Architecture Aware Persistent Memory Profiling Framework,https://atlarge-research.com/pdfs/breukelen2023thesis.pdf,2023,0,"""Optane"" ""File+System""",Yes,,,,
FragTracer: Real-time fragmentation monitoring tool for F2FS file system,https://www.mdpi.com/1424-8220/23/9/4488,2023,1,"""Optane"" ""File+System""",Yes,,,,
Assessing the use cases of persistent memory in high-performance scientific computing,https://ieeexplore.ieee.org/abstract/document/9652843/,2021,6,"""Optane"" ""File+System""",Yes,,,,
Storage Systems (StoSys) XM_0092 Lecture 6: Byte-Addressable Persistent Memories,https://animeshtrivedi.github.io/files/2020/stosys/2020-stosys-lecture6-pmem.pdf,,0,"""Optane"" ""File+System""",No,,,,
{XRP}:{In-Kernel} storage functions with {eBPF},https://www.usenix.org/conference/osdi22/presentation/zhong,2022,103,"""Optane"" ""File+System""",Yes,,,,
FaultyRank: A graph-based parallel file system checker,https://ieeexplore.ieee.org/abstract/document/10177387/,2023,3,"""Optane"" ""File+System""",Yes,,,,
LLLFS: A Low-latency Library File System for Persistent Memory,https://ieeexplore.ieee.org/abstract/document/10061794/,2022,0,"""Optane"" ""File+System""",Yes,,,,
DPLFS: A Dual-Mode PCM-based Log-Structured File System,https://ieeexplore.ieee.org/abstract/document/9978528/,2022,2,"""Optane"" ""File+System""",Yes,,,,
Towards Bug-free Persistent Memory Applications,https://iangneal.github.io/assets/pdf/nvmw2021-paper38-final.pdf,,0,"""Optane"" ""File+System""",No,,,,
An investigation of performance problems with msync () system calls on filesystem DAX,https://dl.acm.org/doi/abs/10.1145/3456727.3463831,2021,0,"""Optane"" ""File+System""",Yes,,,,
Pangolin: A {Fault-Tolerant} persistent memory programming library,https://www.usenix.org/conference/atc19/presentation/zhang-lu,2019,88,"""Optane"" ""File+System""",Yes,,,,
First responder: Persistent memory simultaneously as high performance buffer cache and storage,https://www.usenix.org/conference/atc21/presentation/song,2021,15,"""Optane"" ""File+System""",Yes,,,,
A Novel Persistent In-memory Filesystem for the Fusion of Memory and Storage,https://ieeexplore.ieee.org/abstract/document/9064096/,2019,1,"""Optane"" ""File+System""",Yes,,,,
Characterizing and modeling non-volatile memory systems,https://ieeexplore.ieee.org/abstract/document/9251957/,2020,125,"""Optane"" ""File+System""",Yes,,,,
Demystifying the performance of hpc scientific applications on nvm-based memory systems,https://ieeexplore.ieee.org/abstract/document/9139816/,2020,26,"""Optane"" ""File+System""",Yes,,,,
Towards persistent memory based stateful serverless computing for big data applications,https://people.cs.vt.edu/lyuze/files/pm_serverless.pdf,2023,1,"""Optane"" ""File+System""",Yes,,,,
BypassD: Enabling fast userspace access to shared SSDs,https://dl.acm.org/doi/abs/10.1145/3617232.3624854,2024,3,"""Optane"" ""File+System""",Yes,,,,
Accelerating I/O in Distributed Data Processing Systems with Apache Arrow CHFS,https://ieeexplore.ieee.org/abstract/document/10321849/,2023,2,"""Optane"" ""File+System""",Yes,,,,
C2J: compulsory compound transaction for journaling file system,https://dl.acm.org/doi/abs/10.1145/3476886.3477514,2021,0,"""Optane"" ""File+System""",Yes,,,,
Bytefs: System support for (CXL-based) memory-semantic solid-state drives,https://dl.acm.org/doi/abs/10.1145/3669940.3707250,2025,2,"""Optane"" ""File+System""",Yes,,,,
Transparently achieving high performance for applications on Persistent Memory,https://repositories.lib.utexas.edu/items/39c20877-2fc1-4cf8-9ba7-b9bc57d081de,2023,0,"""Optane"" ""File+System""",Yes,,,,
Benchmarking recoverable mutex locks,https://dl.acm.org/doi/abs/10.1145/3350755.3400269,2020,4,"""Optane"" ""File+System""",Yes,,,,
When caching systems meet emerging storage devices: A case study,https://dl.acm.org/doi/abs/10.1145/3599691.3603413,2023,3,"""Optane"" ""File+System""",Yes,,,,
UHNVM: A Universal Heterogeneous Cache Design with Non-Volatile Memory,https://www.mdpi.com/2079-9292/10/15/1760,2021,0,"""Optane"" ""File+System""",Yes,,,,
Crash consistent non-volatile memory express,https://dl.acm.org/doi/abs/10.1145/3477132.3483592,2021,17,"""Optane"" ""File+System""",Yes,,,,
SchInFS: A File System Integrating Functions of the Block I/O Scheduler for ZNS SSDs,https://ieeexplore.ieee.org/abstract/document/10818014/,2024,1,"""Optane"" ""File+System""",Yes,,,,
Th-dpms: Design and implementation of an rdma-enabled distributed persistent memory storage system,https://dl.acm.org/doi/abs/10.1145/3412852,2020,24,"""Optane"" ""File+System""",Yes,,,,
PMLDS: An LSM-Tree Direct Managed Storage for Key-Value Stores on Byte-Addressable Devices,https://dl.acm.org/doi/abs/10.1145/3605573.3605629,2023,1,"""Optane"" ""File+System""",Yes,,,,
Single-node partitioned-memory for huge graph analytics: cost and performance trade-offs,https://dl.acm.org/doi/abs/10.1145/3458817.3476156,2021,8,"""Optane"" ""File+System""",Yes,,,,
Persistent memory I/O primitives,https://dl.acm.org/doi/abs/10.1145/3329785.3329930,2019,126,"""Optane"" ""File+System""",Yes,,,,
ZonFS: a storage class memory file system with memory zone partitioning on Linux,https://ieeexplore.ieee.org/abstract/document/8064135/,2017,3,"""Optane"" ""File+System""",No,,,,
Chipmunk: Investigating crash-consistency in persistent-memory file systems,https://dl.acm.org/doi/abs/10.1145/3552326.3567498,2023,18,"""Optane"" ""File+System""",Yes,,,,
Design and Implementation of Data Reduction Enabled Distributed File System,https://tsukuba.repo.nii.ac.jp/record/2005453/files/DA010258.pdf,2022,0,"""Optane"" ""File+System""",Yes,,,,
Persistent memory object storage and indexing for scientific computing,https://ieeexplore.ieee.org/abstract/document/9306949/,2020,12,"""Optane"" ""File+System""",Yes,,,,
Toward Classification of Phase Change Memory and 3D NAND Flash SSDs Using Power-based Side-channel Analysis in the Time-domain,https://dl.acm.org/doi/abs/10.1145/3565053.3565065,2022,2,"""Optane"" ""File+System""",Yes,,,,
Hardening the NOVA File System,https://escholarship.org/uc/item/9278h2ww,2017,0,"""Optane"" ""File+System""",No,,,,
Implications of small memory and fast storage in emerging computing devices,https://ieeexplore.ieee.org/abstract/document/9532424/,2020,3,"""Optane"" ""File+System""",Yes,,,,
Rio: Order-preserving and cpu-efficient remote storage access,https://dl.acm.org/doi/abs/10.1145/3552326.3567495,2023,10,"""Optane"" ""File+System""",Yes,,,,
The Fine Grained Collaborative NVM File System,https://ieeexplore.ieee.org/abstract/document/9407959/,2020,0,"""Optane"" ""File+System""",Yes,,,,
A Systematic Configuration Space Exploration of the Linux Kyber I/O Scheduler,https://dl.acm.org/doi/abs/10.1145/3629527.3651416,2024,1,"""Optane"" ""File+System""",Yes,,,,
Subzero: Zero-copy io for persistent main memory file systems,https://dl.acm.org/doi/abs/10.1145/3409963.3410489,2020,18,"""Optane"" ""File+System""",Yes,,,,
StorStack: A full-stack design for in-storage file systems,https://www.sciencedirect.com/science/article/pii/S1383762125000207,2025,1,"""Optane"" ""File+System""",Yes,,,,
tf-Darshan: Understanding fine-grained I/O performance in machine learning workloads,https://ieeexplore.ieee.org/abstract/document/9229605/,2020,23,"""Optane"" ""File+System""",Yes,,,,
Metawbc: Posix-compliant metadata write-back caching for distributed file systems,https://ieeexplore.ieee.org/abstract/document/10046054/,2022,7,"""Optane"" ""File+System""",Yes,,,,
{TeRM}: Extending {RDMA-Attached} Memory with {SSD},https://www.usenix.org/conference/fast24/presentation/yang-zhe,2024,4,"""Optane"" ""File+System""",Yes,,,,
RCache: A Read-Intensive Workload-Aware Page Cache for NVM Filesystem,https://zte.magtechjournal.com/EN/10.12142/ZTECOM.202301011,2023,0,"""Optane"" ""File+System""",Yes,,,,
On the implications of heterogeneous memory tiering on spark in-memory analytics,https://ieeexplore.ieee.org/abstract/document/10196534/,2023,3,"""Optane"" ""File+System""",Yes,,,,
"Leveraging NVMe SSDs for building a fast, cost-effective, LSM-tree-based KV store",https://dl.acm.org/doi/abs/10.1145/3480963,2021,19,"""Optane"" ""File+System""",Yes,,,,
Accelerating Filesystem Checking and Repair with pFSCK,https://www.usenix.org/sites/default/files/conference/protected-files/vault20_slides_domingo.pdf,2004,1,"""Optane"" ""File+System""",No,,,,
Drop it in like it's hot: An analysis of persistent memory as a drop-in replacement for nvme ssds,https://dl.acm.org/doi/abs/10.1145/3465998.3466010,2021,15,"""Optane"" ""File+System""",Yes,,,,
Accelerating In Situ Analysis using Non-volatile Memory,https://dl.acm.org/doi/abs/10.1145/3624062.3624176,2023,1,"""Optane"" ""File+System""",Yes,,,,
Rethinking the Performance/Cost of Persistent Memory and SSDs,http://nvmw.ucsd.edu/nvmw2022-program/nvmw2022-data/nvmw2022-final51.pdf,,0,"""Optane"" ""File+System""",No,,,,
Portus: Efficient dnn checkpointing to persistent memory with zero-copy,https://ieeexplore.ieee.org/abstract/document/10630969/,2024,1,"""Optane"" ""File+System""",Yes,,,,
BaM: A case for enabling fine-grain high throughput GPU-orchestrated access to storage,https://www.academia.edu/download/114662378/2203.04910v2.pdf,2022,12,"""Optane"" ""File+System""",Yes,,,,
Research on the Impact of Interceptors on the Small File Read/Write Performance and Scalability of an All-Flash Storage System,https://ieeexplore.ieee.org/abstract/document/10899300/,2024,0,"""Optane"" ""File+System""",Yes,,,,
A Lightweight Asynchronous I/O System for Non-volatile Memory,https://link.springer.com/chapter/10.1007/978-3-030-95388-1_8,2021,1,"""Optane"" ""File+System""",Yes,,,,
Efficient crash consistency for NVMe over PCIe and RDMA,https://dl.acm.org/doi/abs/10.1145/3568428,2023,8,"""Optane"" ""File+System""",Yes,,,,
Efficient user-level storage disaggregation for deep learning,https://ieeexplore.ieee.org/abstract/document/8891023/,2019,51,"""Optane"" ""File+System""",Yes,,,,
"Persistent memory: Abstractions, abstractions, and abstractions",https://ieeexplore.ieee.org/abstract/document/8649808/,2019,14,"""Optane"" ""File+System""",Yes,,,,
Reducing the impact of i/o contention in numerical weather prediction workflows at scale using daos,https://dl.acm.org/doi/abs/10.1145/3659914.3659926,2024,3,"""Optane"" ""File+System""",Yes,,,,
Performance Evaluation of Object Storages (NHR2022),https://xn--gttinger-rechenzentrum-uhc.de/pdf/Performance_Evaluation_of_Object_Storages_NHR2022_.pdf,2022,1,"""Optane"" ""File+System""",Yes,,,,
Fast Persistent Memory Crash Consistency Analysis based on Virtual Machines,https://os.itec.kit.edu/downloads/2023_BA_Oder_Fast_Crash_Consistency.pdf,2023,0,"""Optane"" ""File+System""",Yes,,,,
"The past, present and future of indexing on persistent memory",https://dl.acm.org/doi/abs/10.14778/3554821.3554897,2022,16,"""Optane"" ""File+System""",Yes,,,,
Simplifying and Accelerating NOR Flash I/O Stack for RAM-Restricted Microcontrollers,https://dl.acm.org/doi/abs/10.1145/3676641.3716272,2025,0,"""Optane"" ""File+System""",Yes,,,,
High velocity kernel file systems with bento,https://www.usenix.org/conference/fast21/presentation/miller,2021,33,"""Optane"" ""File+System""",Yes,,,,
Characterizing and optimizing remote persistent memory with {RDMA} and {NVM},https://www.usenix.org/conference/atc21/presentation/wei,2021,47,"""Optane"" ""File+System""",Yes,,,,
The research and analysis of efficiency of hardware usage base on HDFS,https://link.springer.com/article/10.1007/s10586-022-03597-0,2022,10,"""Optane"" ""File+System""",Yes,,,,
Flatstore: An efficient log-structured key-value storage engine for persistent memory,https://dl.acm.org/doi/abs/10.1145/3373376.3378515,2020,195,"""Optane"" ""File+System""",Yes,,,,
KLOCs: kernel-level object contexts for heterogeneous memory systems,https://dl.acm.org/doi/abs/10.1145/3445814.3446745,2021,27,"""Optane"" ""File+System""",Yes,,,,
An Efficient Bucket Logging for Persistent Memory,https://link.springer.com/chapter/10.1007/978-3-030-85896-4_13,2021,0,"""Optane"" ""File+System""",Yes,,,,
MyWAL: performance optimization by removing redundant input/output stack in key-value store,https://link.springer.com/article/10.1631/FITEE.2200496,2023,0,"""Optane"" ""File+System""",Yes,,,,
Hippocrates: Healing persistent memory bugs without doing any harm extended abstract,https://asplos-conference.org/abstracts/asplos21-paper44-extended_abstract.pdf,2021,2,"""Optane"" ""File+System""",Yes,,,,
Optimizing file systems on heterogeneous memory by integrating {DRAM} cache with virtual memory management,https://www.usenix.org/conference/fast24/presentation/liu-yubo,2024,8,"""Optane"" ""File+System""",Yes,,,,
FOX: Hardware-Assisted File Auditing for Direct Access NVM-Hosted Filesystems,https://arxiv.org/abs/2104.08699,2021,0,"""Optane"" ""File+System""",Yes,,,,
Data system and data management in a federation of HPC/Cloud centers,https://library.oapen.org/bitstream/handle/20.500.12657/52229/1/9781032009841_10.1201_9781003176664-4.pdf,2022,10,"""Optane"" ""File+System""",Yes,,,,
Concurrent file metadata structure using readers-writer lock,https://dl.acm.org/doi/abs/10.1145/3412841.3441992,2021,7,"""Optane"" ""File+System""",Yes,,,,
Exploring Architectural Implications to Boost Performance forin-NVM B+-tree,https://kms.shanghaitech.edu.cn/handle/2MSLDSTB/241127,2023,0,"""Optane"" ""File+System""",Yes,,,,
PhatKV: Towards an Efficient Metadata Engine for KV-based File Systems on Modern SSD,https://www.msstconference.org/MSST-history/2024/Papers/msst24-9.3.pdf,,0,"""Optane"" ""File+System""",No,,,,
HUNTER: Releasing persistent memory write performance with a novel PM-DRAM collaboration architecture,https://ieeexplore.ieee.org/abstract/document/10247940/,2023,1,"""Optane"" ""File+System""",Yes,,,,
"POSEIDON: Safe, Fast and Scalable Persistent Memory Allocator",https://cosmoss-jigu.github.io/pages/pubs/poseidon-kim-nvmw21.pdf,,0,"""Optane"" ""File+System""",No,,,,
"{SpanDB}: A fast,{Cost-Effective}{LSM-tree} based {KV} store on hybrid storage",https://www.usenix.org/conference/fast21/presentation/chen-hao,2021,116,"""Optane"" ""File+System""",Yes,,,,
Fragpicker: A new defragmentation tool for modern storage devices,https://dl.acm.org/doi/abs/10.1145/3477132.3483593,2021,33,"""Optane"" ""File+System""",Yes,,,,
[C] Faster access to more data,,2022,2,"""Optane"" ""File+System""",Yes,,,,
Petrel: A programmatically accessible research data service,https://dl.acm.org/doi/abs/10.1145/3332186.3332241,2019,17,"""Optane"" ""File+System""",Yes,,,,
A NUMA-aware Key-Value Store for Hybrid Memory Architecture,https://ieeexplore.ieee.org/abstract/document/9798134/,2022,2,"""Optane"" ""File+System""",Yes,,,,
Scj: Segment cleaning journaling for log-structured file systems,https://ieeexplore.ieee.org/abstract/document/9580883/,2021,5,"""Optane"" ""File+System""",Yes,,,,
Editorial for the special issue on memory architectures and systems for modern applications,https://link.springer.com/article/10.1007/s42514-022-00133-9,2022,0,"""Optane"" ""File+System""",Yes,,,,
Finding and Analyzing Crash-Consistency Bugs in Persistent-Memory File Systems,https://arxiv.org/abs/2204.06066,2022,0,"""Optane"" ""File+System""",Yes,,,,
Understanding the performance of storage class memory file systems in the NUMA architecture,https://link.springer.com/article/10.1007/s10586-018-2833-4,2019,7,"""Optane"" ""File+System""",Yes,,,,
LATTE: A native table engine on NVMe storage,https://ieeexplore.ieee.org/abstract/document/9101472/,2020,10,"""Optane"" ""File+System""",Yes,,,,
Boosting File Systems Elegantly: A Transparent {NVM} Write-ahead Log for Disk File Systems,https://www.usenix.org/conference/fast25/presentation/wang,2025,1,"""Optane"" ""File+System""",Yes,,,,
Research on the integration of UnifyFS and Slurm,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13181/131813I/Research-on-the-integration-of-UnifyFS-and-Slurm/10.1117/12.3031392.short,2024,0,"""Optane"" ""File+System""",Yes,,,,
Accelerating Application Bulk Synchronous Writes in HPC Environments,https://dl.acm.org/doi/abs/10.1145/3660320.3660334,2024,0,"""Optane"" ""File+System""",Yes,,,,
SSD-based workload characteristics and their performance implications,https://dl.acm.org/doi/abs/10.1145/3423137,2021,85,"""Optane"" ""File+System""",Yes,,,,
Multi-Granularity Shadow Paging with NVM Write Optimization for Crash-Consistent Memory-Mapped I/O,https://ieeexplore.ieee.org/abstract/document/10071009/,2023,1,"""Optane"" ""File+System""",Yes,,,,
A parametric I/O model for modern storage devices,https://dl.acm.org/doi/abs/10.1145/3465998.3466003,2021,29,"""Optane"" ""File+System""",Yes,,,,
Scalable Global Grid catalogue for LHC Run3 and beyond,https://arxiv.org/abs/1704.05272,2017,1,"""Optane"" ""File+System""",No,,,,
Demystifying and Optimizing the Performance of HPC Applications on NVM-based Memory Systems,https://www.osti.gov/servlets/purl/1630804,2020,0,"""Optane"" ""File+System""",Yes,,,,
Indexing on Non-volatile Memory,https://link.springer.com/content/pdf/10.1007/978-3-031-47627-3.pdf,2023,4,"""Optane"" ""File+System""",Yes,,,,
Exploiting Directly-Attached NVMe Arrays in DBMS.,https://www.vldb.org/cidrdb/papers/2020/p16-haas-cidr20.pdf,2020,73,"""Optane"" ""File+System""",Yes,,,,
Reducing Synchronous Write Latency With a PMEM Write Cache in the Device Mapper Layer,https://os.itec.kit.edu/downloads/2022_BA_Bozhinov_DMWriteCache.pdf,2022,1,"""Optane"" ""File+System""",Yes,,,,
Improving database performance by leveraging network-assisted logging,https://www.sciencedirect.com/science/article/pii/S0167739X25000809,2025,0,"""Optane"" ""File+System""",Yes,,,,
Solros a data-centric operating system architecture for heterogeneous computing,https://dl.acm.org/doi/abs/10.1145/3190508.3190523,2018,27,"""Optane"" ""File+System""",No,,,,
Scalable global grid catalogue for Run3 and beyond,https://iopscience.iop.org/article/10.1088/1742-6596/898/9/092006/meta,2017,0,"""Optane"" ""File+System""",No,,,,
Fine-grained policy-driven I/O sharing for burst buffers,https://dl.acm.org/doi/abs/10.1145/3581784.3607041,2023,5,"""Optane"" ""File+System""",Yes,,,,
Improving virtualized i/o performance by expanding the polled i/o path of linux,https://dl.acm.org/doi/abs/10.1145/3655038.3665944,2024,1,"""Optane"" ""File+System""",Yes,,,,
Storage as fast as rest of the system,https://ieeexplore.ieee.org/abstract/document/7495289/,2016,43,"""Optane"" ""File+System""",No,,,,
Parallel I/O,https://parcio.ovgu.de/parcio_media/Teaching/Winter+2024_2025/Parallele+Programmierung/PP_2024_11_IO-p-806.pdf,2022,1,"""Optane"" ""File+System""",Yes,,,,
Exploring architectural implications to boost performance for in-nvm b+-tree,https://dl.acm.org/doi/abs/10.1145/3566097.3567861,2023,2,"""Optane"" ""File+System""",Yes,,,,
FlyDB: Query Optimization of Blockchain System Based on Hybrid Storage Architecture,https://ieeexplore.ieee.org/abstract/document/10212824/,2023,1,"""Optane"" ""File+System""",Yes,,,,
Metall: A persistent memory allocator for data-centric analytics,https://www.sciencedirect.com/science/article/pii/S0167819122000114,2022,14,"""Optane"" ""File+System""",Yes,,,,
Advanced technology and systems of cross point memory,https://ieeexplore.ieee.org/abstract/document/9371976/,2020,53,"""Optane"" ""File+System""",Yes,,,,
A Data Optimizer for Region-Aware Self-describing Files in Scientific Computing,https://dl.acm.org/doi/abs/10.1145/3698038.3698526,2024,1,"""Optane"" ""File+System""",Yes,,,,
A Study on Metadata Management Based Modified Htree for Smart Device File Management,https://koreascience.kr/article/JAKO202234161124021.page,2022,0,"""Optane"" ""File+System""",Yes,,,,
Bento and the Art of Repeated Research,https://arxiv.org/abs/2112.06810,2021,0,"""Optane"" ""File+System""",Yes,,,,
A New IoT Storage System Based on Raw NVM,https://ieeexplore.ieee.org/abstract/document/10020847/,2022,2,"""Optane"" ""File+System""",Yes,,,,
